"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle"
"3378","RT @k_leexjx: @BellNic24 @easyJet It’s a joke! They should make it more clear online that this can happen. I’d have wanted compensating if…",FALSE,0,NA,2018-01-12 08:43:17,FALSE,NA,"951736326759567363",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"positive","unknown","it’s a joke they should make it more clear online that this can happen i’d have wanted compensating if…","@flight"
"3379","@jessieann48 @easyJet Ahhh that sounds like such a nightmare! So glad I got on the flight, such a horrible thing to… https://t.co/bIQhSiH6bA",FALSE,1,"jessieann48",2018-01-12 08:37:16,TRUE,"951722685448507392","951734814281027584","51404809","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_leexjx",0,FALSE,FALSE,NA,NA,"negative","joy","ahhh that sounds like such a nightmare so glad i got on the flight such a horrible thing to…","@flight"
"3380","@loulabethx @easyJet I’m sure you’ll be fine. Just don’t try and check in the day before (even though it says you c… https://t.co/0gft2mz1Q0",FALSE,1,"loulabethx",2018-01-12 08:36:24,TRUE,"951727114058895360","951734593467666433","51865481","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_leexjx",0,FALSE,FALSE,NA,NA,"positive","unknown","i’m sure you’ll be fine just don’t try and check in the day before even though it says you c…","@flight"
"3381","RT @marcp72: @easyJet @nationalexpress thank you for the delay on the Belfast to stansted  flight now I miss my connection at the other end…",FALSE,0,NA,2018-01-12 08:30:33,FALSE,NA,"951733123728932864",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"neutral","unknown","thank you for the delay on the belfast to stanstedflight now i miss my connection at the other end…","@flight"
"3382","RT @pmac2403: @easyJet I have tried three times now to claim back expenses for a cancelled flight in December. Keep completing the form onl…",FALSE,0,NA,2018-01-12 08:30:29,FALSE,NA,"951733104150024193",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"negative","unknown","i have tried three times now to claim back expenses for a cancelled flight in december keep completing the form onl…","@flight"
"3383","RT @marcp72: @easyJet @nationalexpress thank you for the delay on the Belfast to stansted  flight now I miss my connection at the other end…",FALSE,0,NA,2018-01-12 08:30:07,FALSE,NA,"951733014865825792",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"neutral","unknown","thank you for the delay on the belfast to stanstedflight now i miss my connection at the other end…","@flight"
"3384","@easyJet @nationalexpress thank you for the delay on the Belfast to stansted  flight now I miss my connection at the other end<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,2,"easyJet",2018-01-12 08:28:49,FALSE,NA,"951732686674190336","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marcp72",2,FALSE,FALSE,NA,NA,"neutral","unknown","thank you for the delay on the belfast to stanstedflight now i miss my connection at the other end<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E31>","@flight"
"3385","RT @pmac2403: @easyJet I have tried three times now to claim back expenses for a cancelled flight in December. Keep completing the form onl…",FALSE,0,NA,2018-01-12 08:23:54,FALSE,NA,"951731448368848896",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"negative","unknown","i have tried three times now to claim back expenses for a cancelled flight in december keep completing the form onl…","@flight"
"3386","@easyJet I have tried three times now to claim back expenses for a cancelled flight in December. Keep completing th… https://t.co/oNRvlWR58I",FALSE,1,"easyJet",2018-01-12 08:20:48,TRUE,NA,"951730670342205440","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pmac2403",2,FALSE,FALSE,NA,NA,"negative","unknown","i have tried three times now to claim back expenses for a cancelled flight in december keep completing th…","@flight"
"3387","@k_leexjx @easyJet This happened to me and my boyfriend on the way home from Majorca in October! We didn’t get on t… https://t.co/7BXP63rgYi",FALSE,1,"k_leexjx",2018-01-12 07:49:05,TRUE,"951694537025576961","951722685448507392","47486169","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessieann48",0,FALSE,FALSE,NA,NA,"negative","sadness","this happened to me and my boyfriend on the way home from majorca in october we didn’t get on t…","@flight"
"3388","RT @twinnyone: @k_leexjx @easyJet They always overbook! Same thing happened to my sister on the Amsterdam flight and she was flying for wor…",FALSE,0,NA,2018-01-12 07:12:53,FALSE,NA,"951713578100445184",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",1,TRUE,FALSE,NA,NA,"negative","unknown","they always overbook same thing happened to my sister on the amsterdam flight and she was flying for wor…","@flight"
"3389","@k_leexjx @easyJet They always overbook! Same thing happened to my sister on the Amsterdam flight and she was flyin… https://t.co/BEbi4FbVUY",FALSE,0,"k_leexjx",2018-01-12 07:03:09,TRUE,"951694992908734464","951711129281220608","47486169","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twinnyone",1,FALSE,FALSE,NA,NA,"negative","unknown","they always overbook same thing happened to my sister on the amsterdam flight and she was flyin…","@flight"
"3390","RT @DaneRalstonUK: @RobTrenale @easyJet Easy to make it look better than it is with the dodgy accounting of ""this flight will take 90 minut…",FALSE,0,NA,2018-01-12 06:50:06,FALSE,NA,"951707845568925696",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"positive","unknown","easy to make it look better than it is with the dodgy accounting of this flight will takeminut…","@flight"
"3391","@RobTrenale @easyJet Easy to make it look better than it is with the dodgy accounting of ""this flight will take 90… https://t.co/NMHEtPVA23",FALSE,1,"RobTrenale",2018-01-12 06:44:43,TRUE,"951576667339751424","951706487264567296","2353019838","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaneRalstonUK",1,FALSE,FALSE,NA,NA,"positive","unknown","easy to make it look better than it is with the dodgy accounting of this flight will take …","@flight"
"3392","RT @caz_08: @easyJet sent me a text at 21:05 last night ‘ how was boarding at STN’  well not good as was still waiting, flight delayed by 1…",FALSE,0,NA,2018-01-12 06:09:11,FALSE,NA,"951697548506468352",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"neutral","joy","sent me a text atlast night ‘ how was boarding at stn’well not good as was still waiting flight delayed by …","@flight"
"3393","@easyJet sent me a text at 21:05 last night ‘ how was boarding at STN’  well not good as was still waiting, flight delayed by 1hr 25 min <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,1,"easyJet",2018-01-12 06:04:50,FALSE,NA,"951696452799094784","38676903","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","caz_08",1,FALSE,FALSE,NA,NA,"neutral","joy","sent me a text atlast night ‘ how was boarding at stn’well not good as was still waiting flight delayed by hrmin <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E31>","@flight"
"3394","If I don’t get on this flight, they’ve said I’ll have to be taken to Liverpool and get a flight from there later in… https://t.co/ki3EIEJ6Ww",FALSE,9,NA,2018-01-12 05:59:02,TRUE,NA,"951694992908734464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_leexjx",1,FALSE,FALSE,NA,NA,"negative","sadness","if i don’t get on this flight they’ve said i’ll have to be taken to liverpool and get a flight from there later in…","@flight"
"3395","How the hell can they think that’s acceptable? Don’t advertise that you can check in up to 2 hours before, have an… https://t.co/tElooCDkNc",FALSE,8,NA,2018-01-12 05:58:01,TRUE,NA,"951694738520002560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_leexjx",0,FALSE,FALSE,NA,NA,"neutral","unknown","how the hell can they think that’s acceptable don’t advertise that you can check in up tohours before have an…","@flight"
"3396","Get to the airport for my flight to Amsterdam and @easyJet inform me ‘they’ve overbooked the flight so I’m on stand… https://t.co/DR5BzwYjsK",FALSE,7,NA,2018-01-12 05:57:13,TRUE,NA,"951694537025576961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_leexjx",0,FALSE,FALSE,NA,NA,"negative","sadness","get to the airport for my flight to amsterdam andinform me ‘they’ve overbooked the flight so i’m on stand…","@flight"
"3397","RT @ChrisMilbank: I booked a flight with @easyJet within seconds I realised a keyboard error on my 1st name and was charged 65 euros within…",FALSE,0,NA,2018-01-12 04:45:50,FALSE,NA,"951676569537384448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Muskana",1,TRUE,FALSE,NA,NA,"negative","unknown","i booked a flight withwithin seconds i realised a keyboard error on my st name and was chargedeuros within…","@flight"
"3398","I booked a flight with @easyJet within seconds I realised a keyboard error on my 1st name and was charged 65 euros… https://t.co/pniEKRVcl7",FALSE,2,NA,2018-01-12 04:43:57,TRUE,NA,"951676098194132992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChrisMilbank",1,FALSE,FALSE,NA,NA,"negative","unknown","i booked a flight withwithin seconds i realised a keyboard error on my st name and was chargedeuros…","@flight"
"3399","@The_Evil_Barbie @easyJet Glad to see someone else tweeting good service. It's rare to see it. I did the same on th… https://t.co/OVH2gUWcH7",FALSE,2,"The_Evil_Barbie",2018-01-12 01:00:20,TRUE,"951237473526566912","951619822042996736","29558389","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lou_magill",0,FALSE,FALSE,NA,NA,"positive","joy","glad to see someone else tweeting good service its rare to see it i did the same on th…","@flight"
"3400","RT @jesse_osh: Also thank you @easyJet for the reassuring message on your flight today https://t.co/34ozwFVFhX",FALSE,0,NA,2018-01-11 23:18:46,FALSE,NA,"951594263296512003",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","harrimitch_",1,TRUE,FALSE,NA,NA,"neutral","unknown","also thank youfor the reassuring message on your flight today","@flight"
"3401","RT @El_McNab: @easyJet Thank you. Could you please send me the direct link to the page where I can claim the compensation as per the info p…",FALSE,0,NA,2018-01-11 22:54:45,FALSE,NA,"951588217727447040",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"positive","joy","thank you could you please send me the direct link to the page where i can claim the compensation as per the info p…","@flight"
"3402","The one thing you should be guaranteed on a flight is a fit air hostess surely? 

Nah not me I have 2 fat blokes wa… https://t.co/vKVhICUPgm",FALSE,12,NA,2018-01-11 22:50:42,TRUE,NA,"951587199853744131",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomFitz1010",1,FALSE,FALSE,NA,NA,"neutral","anger","the one thing you should be guaranteed on a flight is a fit air hostess surely 

nah not me i havefat blokes wa…","@flight"
"3403","RT @BeamishJeff: @easyJet So I miss my connecting flight in London, forcing an expensive 24-hour layover, and there is no compensation from…",FALSE,0,NA,2018-01-11 22:43:46,FALSE,NA,"951585454171807744",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"negative","unknown","so i miss my connecting flight in london forcing an expensive hour layover and there is no compensation from…","@flight"
"3404","RT @BeamishJeff: @easyJet So I miss my connecting flight in London, forcing an expensive 24-hour layover, and there is no compensation from…",FALSE,0,NA,2018-01-11 22:29:12,FALSE,NA,"951581786869522433",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"negative","unknown","so i miss my connecting flight in london forcing an expensive hour layover and there is no compensation from…","@flight"
"3405","@easyJet So I miss my connecting flight in London, forcing an expensive 24-hour layover, and there is no compensati… https://t.co/1ELpmUDsY9",FALSE,1,"easyJet",2018-01-11 22:26:05,TRUE,"948537548317577216","951581004921270273","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeamishJeff",2,FALSE,FALSE,NA,NA,"negative","unknown","so i miss my connecting flight in london forcing an expensive hour layover and there is no compensati…","@flight"
"3406","@easyJet seriouslyupset. I booked a flight and instead of Joseph Trevor for first name  you have given us a booking… https://t.co/UUCyKJEfIj",FALSE,0,"easyJet",2018-01-11 22:04:37,TRUE,NA,"951575600413773833","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScotlandsHaven",0,FALSE,FALSE,NA,NA,"negative","unknown","seriouslyupset i booked a flight and instead of joseph trevor for first nameyou have given us a booking…","@flight"
"3407","@easyJet whats happening with my flight? Sat on the plane in Berlin, waiting to take off but lots of police sniffer… https://t.co/nyJ0zLjNmo",FALSE,0,"easyJet",2018-01-11 21:04:43,TRUE,NA,"951560528534663169","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ArianeTM",0,FALSE,FALSE,NA,NA,"negative","unknown","whats happening with my flight sat on the plane in berlin waiting to take off but lots of police sniffer…","@flight"
"3408","@KateLurie1973 @easyJet Ageed, it looks like their response is taking longer than a flight to Australia too... bad business ethics.",FALSE,0,"KateLurie1973",2018-01-11 20:48:28,FALSE,"951525561884659712","951556438614306817","916815954","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UniRabbi",0,FALSE,FALSE,NA,NA,"negative","joy","ageed it looks like their response is taking longer than a flight to australia too bad business ethics","@flight"
"3409","RT @kerry_0: @easyJet been waiting at the gate for so long without an update, no members of staff seem to be anywhere. Flight in 1 min but…",FALSE,0,NA,2018-01-11 20:43:54,FALSE,NA,"951555286946517002",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"negative","unknown","been waiting at the gate for so long without an update no members of staff seem to be anywhere flight inmin but…","@flight"
"3410","RT @kerry_0: @easyJet been waiting at the gate for so long without an update, no members of staff seem to be anywhere. Flight in 1 min but…",FALSE,0,NA,2018-01-11 20:35:47,FALSE,NA,"951553247155838982",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"negative","unknown","been waiting at the gate for so long without an update no members of staff seem to be anywhere flight inmin but…","@flight"
"3411","Our flight is meant to be at 2130. It’s 2129 and we’re all waiting to board. No ones letting us know what’s going o… https://t.co/3oU2583rTZ",FALSE,0,NA,2018-01-11 20:30:20,TRUE,NA,"951551876033544193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohhaiimken",0,FALSE,FALSE,NA,NA,"neutral","unknown","our flight is meant to be atit’sand we’re all waiting to board no ones letting us know what’s going o…","@flight"
"3412","@easyJet been waiting at the gate for so long without an update, no members of staff seem to be anywhere. Flight in… https://t.co/7wkwM7guA0",FALSE,0,"easyJet",2018-01-11 20:29:43,TRUE,NA,"951551720244568064","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kerry_0",2,FALSE,FALSE,NA,NA,"negative","unknown","been waiting at the gate for so long without an update no members of staff seem to be anywhere flight in…","@flight"
"3413","On the phone with Joshua from an @easyJet call centre in Cape Town for the past hour trying to book a flight - Josh… https://t.co/0Jaa0rJpXm",FALSE,0,NA,2018-01-11 20:23:55,TRUE,NA,"951550258986799104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SonofTertius",0,FALSE,FALSE,NA,NA,"negative","unknown","on the phone with joshua from ancall centre in cape town for the past hour trying to book a flightjosh…","@flight"
"3414","RT @allaboutkatie_: Great when @easyJet take money for a booking thats not even happening and then muck you about to get it refunded. Terri…",FALSE,0,NA,2018-01-11 20:02:11,FALSE,NA,"951544790780399616",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"neutral","joy","great whentake money for a booking thats not even happening and then muck you about to get it refunded terri…","@flight"
"3415","RT @caz_08: @easyJet I take it glasgow flight delayed when flight is 20:50 and says will tell us gate at 21:15. Sorry @Ms0ptmistic no pub f…",FALSE,0,NA,2018-01-11 19:38:45,FALSE,NA,"951538892095795202",NA,"<a href=""https://www.google.co.uk"" rel=""nofollow"">Talking Glasgow</a>","GlasgowsVoice",3,TRUE,FALSE,NA,NA,"neutral","unknown","i take it glasgow flight delayed when flight isand says will tell us gate atsorryno pub f…","@flight"
"3416","RT @caz_08: @easyJet I take it glasgow flight delayed when flight is 20:50 and says will tell us gate at 21:15. Sorry @Ms0ptmistic no pub f…",FALSE,0,NA,2018-01-11 19:35:36,FALSE,NA,"951538101851222016",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",3,TRUE,FALSE,NA,NA,"neutral","unknown","i take it glasgow flight delayed when flight isand says will tell us gate atsorryno pub f…","@flight"
"3417","RT @Jade222Jd: @easyJet delay outbound &amp; delay inbound... awesome",FALSE,0,NA,2018-01-11 19:34:32,FALSE,NA,"951537833017249792",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"positive","unknown","delay outbound amp delay inbound awesome","@flight"
"3418","RT @caz_08: @easyJet I take it glasgow flight delayed when flight is 20:50 and says will tell us gate at 21:15. Sorry @Ms0ptmistic no pub f…",FALSE,0,NA,2018-01-11 19:32:26,FALSE,NA,"951537305172529152",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",3,TRUE,FALSE,NA,NA,"neutral","unknown","i take it glasgow flight delayed when flight isand says will tell us gate atsorryno pub f…","@flight"
"3419","@easyJet I take it glasgow flight delayed when flight is 20:50 and says will tell us gate at 21:15. Sorry @Ms0ptmistic no pub for me <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",FALSE,0,"easyJet",2018-01-11 19:30:05,FALSE,NA,"951536713414991872","38676903","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","caz_08",3,FALSE,FALSE,NA,NA,"neutral","unknown","i take it glasgow flight delayed when flight isand says will tell us gate atsorryno pub for me <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>","@flight"
"3420","RT @caz_08: Oh well @easyJet flights looks like delayed <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>so another <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA> it is",FALSE,0,NA,2018-01-11 19:24:23,FALSE,NA,"951535277192949760",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"positive","joy","oh wellflights looks like delayed <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E39>so another <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+623C><U+3E61> it is","@flight"
"3421","@easyJet Hi. Can I take my 6 year olds car seat on a flight?",FALSE,0,"easyJet",2018-01-11 19:22:31,FALSE,NA,"951534809876135936","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ericahollas",0,FALSE,FALSE,NA,NA,"negative","unknown","hi can i take myyear olds car seat on a flight","@flight"
"3422","What genius came up with this? Every time I forget why I don't fly @easyJet and accidentally book a flight, I am amused by this nonsense.",FALSE,1,"deeharvey",2018-01-11 18:51:21,FALSE,"951526391694155777","951526966032830470","656823","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deeharvey",0,FALSE,FALSE,NA,NA,"negative","unknown","what genius came up with this every time i forget why i dont flyand accidentally book a flight i am amused by this nonsense","@flight"
"3423","Just landed into STN for work and had such a great flight with @easyJet. Callum and Katherine made me feel so welco… https://t.co/DnBOTWSLvY",FALSE,1,NA,2018-01-11 18:39:45,TRUE,NA,"951524044289052672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CeilidhGray",0,FALSE,FALSE,NA,NA,"positive","joy","just landed into stn for work and had such a great flight withcallum and katherine made me feel so welco…","@flight"
"3424","RT @DaliahMerzaban: @easyJet I have sent you a direct message as I was promised the refund within 72 hours and have not received it yet. Ca…",FALSE,0,NA,2018-01-11 17:43:54,FALSE,NA,"951509988178120704",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"positive","unknown","i have sent you a direct message as i was promised the refund withinhours and have not received it yet ca…","@flight"
"3425","@easyJet Hello! My flight allows me cabin baggage only. Is this limited to strictly 1 piece of luggage only, or can… https://t.co/9BppuzyA1p",FALSE,0,"easyJet",2018-01-11 17:37:31,TRUE,NA,"951508381906407424","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kwistaa",0,FALSE,FALSE,NA,NA,"negative","unknown","hello my flight allows me cabin baggage only is this limited to strictlypiece of luggage only or can…","@flight"
"3426","@easyJet seen a flight on a few other websites lisbon to luton on 9 June 18 but its not on your website. Can you help?",FALSE,0,"easyJet",2018-01-11 17:01:17,FALSE,NA,"951499263632138240","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasveerP",0,FALSE,FALSE,NA,NA,"negative","unknown","seen a flight on a few other websites lisbon to luton onjunebut its not on your website can you help","@flight"
"3427","RT @guestpepino: Hi @easyJet we submitted a compensation claim for for EC261/2004 almost a month ago but we had no answer. Can you help us?",FALSE,0,NA,2018-01-11 16:40:44,FALSE,NA,"951494094144049152",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"positive","unknown","hiwe submitted a compensation claim for for ec almost a month ago but we had no answer can you help us","@flight"
"3428","Nice to see our milk on an @easyJet flight from Inverness. @Freshways https://t.co/otdZqzsJbP",FALSE,6,NA,2018-01-11 16:27:40,FALSE,NA,"951490805931433989",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best_Holsteins",0,FALSE,FALSE,NA,NA,"positive","unknown","nice to see our milk on anflight from inverness","@flight"
"3429","RT @laurabick4: @easyJet wen u receive appalling service at the airport and flight cancellations complete compensation form to be ignored #…",FALSE,0,NA,2018-01-11 16:05:40,FALSE,NA,"951485267143258112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MusicalElo",3,TRUE,FALSE,NA,NA,"negative","unknown","wen u receive appalling service at the airport and flight cancellations complete compensation form to be ignored …","@flight"
"3430","@easyJet I'm not seeing an option to add the £7.50 (one way) missed flight cover when seeking to book a INV-LGW fli… https://t.co/YyrTPHqj6h",FALSE,0,"easyJet",2018-01-11 15:56:59,TRUE,NA,"951483082439299073","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mclintan",0,FALSE,FALSE,NA,NA,"negative","unknown","im not seeing an option to add theone way missed flight cover when seeking to book a invlgw fli…","@flight"
"3431","RT @kellie__91: I am very disgusted with the time response from @easyJet I made a calm on the 14/12 and have not heard anything and there i…",FALSE,0,NA,2018-01-11 15:49:50,FALSE,NA,"951481284425068544",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"negative","disgust","i am very disgusted with the time response fromi made a calm on theand have not heard anything and there i…","@flight"
"3432","@easyJet i bookeda flight 2 mins ago and have put the wrong outward flight day <ed><U+00A0><U+00BD><ed><U+00B8><U+00A8> any way i can amend it....thanks",FALSE,0,"easyJet",2018-01-11 15:39:54,FALSE,NA,"951478784884199424","38676903","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skehina",0,FALSE,FALSE,NA,NA,"negative","unknown","i bookeda flightmins ago and have put the wrong outward flight day <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E38> any way i can amend itthanks","@flight"
"3433","RT @UserCapitalNet: @easyJet @easyJet Has the 24 cancellation policy changed? https://t.co/JpGTYRqDT4 …  I read £27 to cancel a flight with…",FALSE,0,NA,2018-01-11 14:41:07,FALSE,NA,"951463989388685312",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",1,TRUE,FALSE,NA,NA,"negative","unknown","has thecancellation policy changed…i readto cancel a flight with…","@flight"
"3434","@easyJet @easyJet Has the 24 cancellation policy changed? https://t.co/JpGTYRqDT4 …  I read £27 to cancel a flight… https://t.co/O54UEDPaW2",FALSE,0,"easyJet",2018-01-11 14:34:34,TRUE,"948146904541605890","951462342960836608","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UserCapitalNet",1,FALSE,FALSE,NA,NA,"positive","unknown","has thecancellation policy changed…i readto cancel a flight…","@flight"
